Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,Engagement_Rate,Discussion_Rate,Like_Comment_Ratio
-1.7765886592260105,0.8485826125323759,1.5930003251236473,0.8018290329085225,-0.6896464958987205,-1.026398559547635,-0.3646687788624491,1.7725623110937039,-1.3430195452199039,-1.4513785987618975,2.1319376890684385,-0.41538255259927986,-0.37477308557979727,-0.41196561606815874,-0.2644099990894084,-0.40397682299991616,-0.008222609395589883
1.024831343350607,-0.7405408370376385,1.5930003251236473,-2.112457119710386,-0.6080651250753306,1.1327990695159336,-0.3646687788624491,-0.14696778554358295,1.6106507146478852,0.2806319616664322,-1.8480535041599246,-0.19946059697488971,-0.052456507842906314,-0.1564105490800563,-0.1258645440857718,-0.3611021419979284,0.10654563441694943
0.919778093253983,0.27121942151212775,-1.2065768346038068,0.886312226158774,-0.5462610562697321,0.5677955067191581,-0.3646687788624491,-1.0160883570765764,1.011416892142334,0.07712570522406406,-0.3646416390758933,0.9502948194308729,3.007938861770266,2.2712889403135477,0.9795603181514644,0.28828594935944274,0.25802918002730285
-0.4249035079827934,-0.5095955606295403,1.0330848931781567,-0.023034144825752802,0.4401318818676189,-0.577585865481108,-0.3476305807149029,-0.8539947044716499,0.6501766445326042,1.8252287827818467,1.2201263701607086,-0.3332967714617348,-0.20251550247966724,0.22596464048830897,-0.07310930660069376,0.704411795884508,-0.9742417913887984
0.17039824256473873,-0.7460395340949744,-1.4865345505765524,0.7315543767049041,-0.7638113784654387,-1.037813937653121,5.635494023927897,0.684828589665908,-0.8330333133002855,-1.3972265665630097,0.5131631175547878,-0.7922739429306778,-0.8187036241851015,-0.7781384670954915,-0.4122376522714428,0.5177988580695793,-1.1339530759900074
-0.7400632582726623,-1.5268545162366423,-1.4865345505765524,-1.2342159244225428,-0.8280876100232609,1.3172900287965135,-0.3541967966122961,-0.5415378609634695,-1.5002653000617863,-1.240039701238822,0.5985942374215207,0.4846552166957744,0.24633797717787748,0.9647912779593877,-0.6684720811070929,-0.08247856388856731,-0.9746030974982264
0.9267816432604251,0.13925069213607166,0.4731694612326657,0.5376270467440991,-0.15071501591390218,-0.850478742750299,-0.3646687788624491,-0.8241353474128478,0.004194084101088069,-0.7754928793248923,-1.1405925945450714,1.607766834123918,1.7119024761093196,2.9522290409971204,-0.4033468289721847,0.09537501904257868,-0.8421267672194346
0.40151539277730947,-1.7248076103007268,-1.4865345505765524,-1.2188553438315877,-0.7786443549787821,-0.9896156745410696,-0.3646687788624491,-0.43489730003917587,-1.6872602517656459,-0.1299052397046223,2.2563519413015447,0.17359435085319977,0.2923307807270755,0.7537189949657561,-0.2891813365359211,0.1346376176398042,-0.761976144197179
0.9477922932797496,0.6341334272962836,1.5930003251236473,0.8306301215165628,-0.05924499408161663,0.5524212601124431,-0.33698878253636905,-0.5095456926861813,0.18268926527295415,0.8253921488296023,0.032654539721825956,-0.4220840624957652,-0.3423060007256367,-0.365273422272638,-0.1415816264296903,-0.2721079327551173,-0.08513045771814767
-1.657528309116504,-0.8560134752416881,1.5930003251236473,-1.7679960999582234,0.28932995398195854,1.9284163314134342,-0.3646687788624491,1.5592811892451162,-0.12330247387881661,1.3382877279598961,-1.0779500185457025,0.09827962727470135,0.2942809910434154,0.40036072078451246,-0.17128010802857685,-0.11535890966372865,-0.3625586944449286
