Stream
49.6769815
49.6769815
49.6769815
25.958685
9.4852
43.082035
9.414152
15.740344
170.723848
38.947086
20.548881
5.536177
28.067975
3.175368
110.472003
387.780639
220.171239
22.585943
34.366041
165.286007
649.50449
373.272414
3.410286
17.945558
322.078089
78.702459
53.763295
41.040881
528.951082
15.601684
0.266245
35.608292
24.8221
60.467416
79.094804
204.819766
49.6769815
65.365357
40.6056
1.946696
277.971937
141.112026
85.71003
48.709919
75.480525
5.822232
277.382606
12.12716
40.805463
12.714682
78.428787
26.350888
40.193311
82.393955
17.01685
32.97539
5.953445
49.6769815
255.164395
53.125549
10.622544
74.34158
18.371857
185.920494
156.386626
22.704502
26.135681
47.173475
15.534794
48.03894
141.3766
35.985746
24.107668
547.871739
53.295724
603.446629
381.634599
10.613291
4.526435
17.523154
37.653527
5.273115
381.425754
49.6769815
397.698027
60.39149
15.751991
128.648571
8.65971
9.822411
29.783997
19.122028
4.107553
1.109163
61.82538
125.372275
1.859206
84.934296
52.710799
74.315607
24.127664
208.33792
132.854517
49.6769815
61.085827
38.867025
25.281806
162.577363
63.031732
29.744228
97.451929
692.296637
78.640481
20.871084
92.667001
74.860357
201.437609
25.116582
4.416836
20.194864
67.830406
50.193954
49.6769815
1.625169
3.239232
158.049565
107.78139
1.31543
44.427032
44.724495
26.277076
11.157515
14.191921
27.571946
156.162446
52.610083
41.138592
0.671196
49.6769815
36.603202
722.767272
75.529606
10.071673
97.921397
11.781243
8.020891
36.412844
164.581838
90.271319
67.270731
66.951472
72.890182
51.108409
14.848258
119.206801
16.360321
11.97502
296.080053
251.646518
23.499399
29.145761
67.05711
26.687627
16.686666
33.507683
42.912554
81.23757
124.092034
32.541858
74.919495
445.647556
70.07959
31.910516
40.172342
48.776995
11.879632
68.859695
49.708785
13.677658
85.067038
206.577757
108.986343
644.566564
18.183098
48.269452
57.230514
10.817532
28.057858
259.286189
7.477079
23.016894
21.300128
195.571417
17.34441
534.852322
548.43901
10.742145
276.008155
10.562698
66.472902
54.791076
52.124899
103.137241
40.768948
110.919244
213.946441
18.144945
7.350918
3.608989
3.027169
19.317036
132.784156
19.365077
93.257664
94.044201
10.878099
1.007412
84.362382
247.477845
5.279286
12.101173
149.68984
57.020051
11.544473
72.907896
12.955445
27.262626
92.735629
54.240874
25.04125
73.985187
222.521002
109.161226
54.184476
82.605071
103.180456
7.619551
26.81997
26.322169
20.825065
27.431215
263.142178
53.448906
8.231611
68.356274
1.306939
5.888138
11.246825
22.910858
85.739304
78.362635
8.269061
98.016462
10.479067
128.945221
40.366021
1.137245
53.410881
54.554068
73.379346
553.4251
35.766626
5.717479
171.982436
107.544414
9.494302
321.960786
123.105706
126.371223
353.138077
